Sentence1,Sentence2,Difference Context 1,Difference Context 2
"Mikhail Gorbachev asserts Georgia provoked the conflict in South Ossetia, not Russia
Gorbachev criticizes Western media for not showing the devastation in Tskhinvali, South Ossetia
Georgian President Saakashvili is shocked by Gorbachev's statements, accusing him of supporting lies
Gorbachev warns that U.S. support for Georgia could harm U.S.-Russia relations","Mikhail Gorbachev asserts Georgia provoked the conflict in in the south Ossetia, not Russia Gorbachev criticizes westerly media for not showing the devastation in Tskhinvali, South Ossetia Georgian President Saakashvili is shocked by Gorbachev 's statements, accusing him of supporting lies Gorbachev warns that U.S. support for Georgia could harm U.S.-Russia relations","conflict in South Ossetia, not","conflict in in the south Ossetia, not"
"Mikhail Gorbachev asserts Georgia provoked the conflict in South Ossetia, not Russia
Gorbachev criticizes Western media for not showing the devastation in Tskhinvali, South Ossetia
Georgian President Saakashvili is shocked by Gorbachev's statements, accusing him of supporting lies
Gorbachev warns that U.S. support for Georgia could harm U.S.-Russia relations","Mikhail Gorbachev asserts Georgia provoked the conflict in in the south Ossetia, not Russia Gorbachev criticizes westerly media for not showing the devastation in Tskhinvali, South Ossetia Georgian President Saakashvili is shocked by Gorbachev 's statements, accusing him of supporting lies Gorbachev warns that U.S. support for Georgia could harm U.S.-Russia relations",Gorbachev criticizes Western media for,Gorbachev criticizes westerly media for
"Mikhail Gorbachev asserts Georgia provoked the conflict in South Ossetia, not Russia
Gorbachev criticizes Western media for not showing the devastation in Tskhinvali, South Ossetia
Georgian President Saakashvili is shocked by Gorbachev's statements, accusing him of supporting lies
Gorbachev warns that U.S. support for Georgia could harm U.S.-Russia relations","Mikhail Gorbachev asserts Georgia provoked the conflict in in the south Ossetia, not Russia Gorbachev criticizes westerly media for not showing the devastation in Tskhinvali, South Ossetia Georgian President Saakashvili is shocked by Gorbachev 's statements, accusing him of supporting lies Gorbachev warns that U.S. support for Georgia could harm U.S.-Russia relations","shocked by Gorbachev's statements, accusing","shocked by Gorbachev 's statements, accusing"
"At least 19 schoolgirls died in a dormitory fire in Mpigi, west of Kampala
Two adults also found dead in the blaze at Buddo Junior School
42 girls survived; cause of fire under investigation amid reports of an explosion
Conflicting accounts on whether dormitory doors were locked, trapping students inside","astatine least 19 schoolgirls died in a dormitory fire in Mpigi, west of Kampala Two adults also found dead in the blaze astatine Buddo Junior School 42 girls survived ; cause of fire under investigation amid reports of an explosion Conflicting accounts on whether dormitory doors were locked, trapping students inside",At least 19,astatine least 19
"At least 19 schoolgirls died in a dormitory fire in Mpigi, west of Kampala
Two adults also found dead in the blaze at Buddo Junior School
42 girls survived; cause of fire under investigation amid reports of an explosion
Conflicting accounts on whether dormitory doors were locked, trapping students inside","astatine least 19 schoolgirls died in a dormitory fire in Mpigi, west of Kampala Two adults also found dead in the blaze astatine Buddo Junior School 42 girls survived ; cause of fire under investigation amid reports of an explosion Conflicting accounts on whether dormitory doors were locked, trapping students inside",the blaze at Buddo Junior,the blaze astatine Buddo Junior
"At least 19 schoolgirls died in a dormitory fire in Mpigi, west of Kampala
Two adults also found dead in the blaze at Buddo Junior School
42 girls survived; cause of fire under investigation amid reports of an explosion
Conflicting accounts on whether dormitory doors were locked, trapping students inside","astatine least 19 schoolgirls died in a dormitory fire in Mpigi, west of Kampala Two adults also found dead in the blaze astatine Buddo Junior School 42 girls survived ; cause of fire under investigation amid reports of an explosion Conflicting accounts on whether dormitory doors were locked, trapping students inside",42 girls survived; cause of,42 girls survived ; cause of
"U.S. suspects Pakistan's ISI supported the bombing of India's Embassy in Afghanistan
Pakistan denies allegations, calling the report ""unfounded and malicious""
Evidence includes intercepted communications between ISI and militants
The attack killed 58 people, including an Indian defense attache","U.S. suspects Pakistan 's ISI supported the bombing of India 's Embassy in Afghanistan Pakistan denies allegations, calling the report `` unfounded and malicious '' testify includes intercepted communication between ISI and militants The attack killed 58 people, including an Indian defense attache",U.S. suspects Pakistan's ISI supported,U.S. suspects Pakistan 's ISI supported
"U.S. suspects Pakistan's ISI supported the bombing of India's Embassy in Afghanistan
Pakistan denies allegations, calling the report ""unfounded and malicious""
Evidence includes intercepted communications between ISI and militants
The attack killed 58 people, including an Indian defense attache","U.S. suspects Pakistan 's ISI supported the bombing of India 's Embassy in Afghanistan Pakistan denies allegations, calling the report `` unfounded and malicious '' testify includes intercepted communication between ISI and militants The attack killed 58 people, including an Indian defense attache",bombing of India's Embassy in,bombing of India 's Embassy in
"U.S. suspects Pakistan's ISI supported the bombing of India's Embassy in Afghanistan
Pakistan denies allegations, calling the report ""unfounded and malicious""
Evidence includes intercepted communications between ISI and militants
The attack killed 58 people, including an Indian defense attache","U.S. suspects Pakistan 's ISI supported the bombing of India 's Embassy in Afghanistan Pakistan denies allegations, calling the report `` unfounded and malicious '' testify includes intercepted communication between ISI and militants The attack killed 58 people, including an Indian defense attache","the report ""unfounded and malicious""",the report `` unfounded and malicious
"U.S. suspects Pakistan's ISI supported the bombing of India's Embassy in Afghanistan
Pakistan denies allegations, calling the report ""unfounded and malicious""
Evidence includes intercepted communications between ISI and militants
The attack killed 58 people, including an Indian defense attache","U.S. suspects Pakistan 's ISI supported the bombing of India 's Embassy in Afghanistan Pakistan denies allegations, calling the report `` unfounded and malicious '' testify includes intercepted communication between ISI and militants The attack killed 58 people, including an Indian defense attache","""unfounded and malicious"" Evidence includes intercepted",unfounded and malicious '' testify includes intercepted
"U.S. suspects Pakistan's ISI supported the bombing of India's Embassy in Afghanistan
Pakistan denies allegations, calling the report ""unfounded and malicious""
Evidence includes intercepted communications between ISI and militants
The attack killed 58 people, including an Indian defense attache","U.S. suspects Pakistan 's ISI supported the bombing of India 's Embassy in Afghanistan Pakistan denies allegations, calling the report `` unfounded and malicious '' testify includes intercepted communication between ISI and militants The attack killed 58 people, including an Indian defense attache",includes intercepted communications between ISI,includes intercepted communication between ISI
"Gloria Taylor, mother of murdered schoolboy Damilola Taylor, died of a suspected heart attack at age 57
She collapsed while walking with her husband in south-east London and was pronounced dead at the hospital
Damilola Taylor bled to death in 2000 after being stabbed; his death led to the creation of a trust to help underprivileged youth
Two brothers were convicted of Damilola's manslaughter in 2006 after three trials and two police investigations","Gloria Taylor, mother of murdered schoolboy Damilola Taylor, died of a suspected heart attack at age 57 She collapsed while walking with her husband Indiana south-east Greater London and was pronounced dead at the hospital Damilola Taylor bled to death in 2000 after being stabbed ; his death led to the creation of a trust to help underprivileged youth Two brothers were convicted of Damilola 's manslaughter in 2006 after three trials and two police investigations",her husband in south-east London,her husband Indiana south-east Greater
"Gloria Taylor, mother of murdered schoolboy Damilola Taylor, died of a suspected heart attack at age 57
She collapsed while walking with her husband in south-east London and was pronounced dead at the hospital
Damilola Taylor bled to death in 2000 after being stabbed; his death led to the creation of a trust to help underprivileged youth
Two brothers were convicted of Damilola's manslaughter in 2006 after three trials and two police investigations","Gloria Taylor, mother of murdered schoolboy Damilola Taylor, died of a suspected heart attack at age 57 She collapsed while walking with her husband Indiana south-east Greater London and was pronounced dead at the hospital Damilola Taylor bled to death in 2000 after being stabbed ; his death led to the creation of a trust to help underprivileged youth Two brothers were convicted of Damilola 's manslaughter in 2006 after three trials and two police investigations",in south-east London and,Indiana south-east Greater London and
"Gloria Taylor, mother of murdered schoolboy Damilola Taylor, died of a suspected heart attack at age 57
She collapsed while walking with her husband in south-east London and was pronounced dead at the hospital
Damilola Taylor bled to death in 2000 after being stabbed; his death led to the creation of a trust to help underprivileged youth
Two brothers were convicted of Damilola's manslaughter in 2006 after three trials and two police investigations","Gloria Taylor, mother of murdered schoolboy Damilola Taylor, died of a suspected heart attack at age 57 She collapsed while walking with her husband Indiana south-east Greater London and was pronounced dead at the hospital Damilola Taylor bled to death in 2000 after being stabbed ; his death led to the creation of a trust to help underprivileged youth Two brothers were convicted of Damilola 's manslaughter in 2006 after three trials and two police investigations",after being stabbed; his death,after being stabbed ; his death
"Gloria Taylor, mother of murdered schoolboy Damilola Taylor, died of a suspected heart attack at age 57
She collapsed while walking with her husband in south-east London and was pronounced dead at the hospital
Damilola Taylor bled to death in 2000 after being stabbed; his death led to the creation of a trust to help underprivileged youth
Two brothers were convicted of Damilola's manslaughter in 2006 after three trials and two police investigations","Gloria Taylor, mother of murdered schoolboy Damilola Taylor, died of a suspected heart attack at age 57 She collapsed while walking with her husband Indiana south-east Greater London and was pronounced dead at the hospital Damilola Taylor bled to death in 2000 after being stabbed ; his death led to the creation of a trust to help underprivileged youth Two brothers were convicted of Damilola 's manslaughter in 2006 after three trials and two police investigations",convicted of Damilola's manslaughter in,convicted of Damilola 's manslaughter in
"Pope Benedict XVI begins a six-day U.S. visit, greeted by President Bush at Andrews Air Force Base
The pope's visit aims to energize the U.S. Catholic community and address issues like the sex abuse scandal
Intense security measures in place for the pope's public appearances, including Mass at Nationals Park
Pope Benedict to address the U.N. and celebrate Mass at Yankee Stadium, remains less known to American Catholics","Pope benedick XVI begins a six-day U.S. visit, greeted by President Bush at Andrews Air Force Base The pope 's visit aims to energize the U.S. Catholic community and address issues like the sex abuse scandal Intense security measure measures in place for the pope 's public appearances, including Mass at Nationals Park Pope Benedict to address the U.N. and celebrate Mass at Yankee Stadium, remains less known to American Catholics",Pope Benedict XVI begins,Pope benedick XVI begins
"Pope Benedict XVI begins a six-day U.S. visit, greeted by President Bush at Andrews Air Force Base
The pope's visit aims to energize the U.S. Catholic community and address issues like the sex abuse scandal
Intense security measures in place for the pope's public appearances, including Mass at Nationals Park
Pope Benedict to address the U.N. and celebrate Mass at Yankee Stadium, remains less known to American Catholics","Pope benedick XVI begins a six-day U.S. visit, greeted by President Bush at Andrews Air Force Base The pope 's visit aims to energize the U.S. Catholic community and address issues like the sex abuse scandal Intense security measure measures in place for the pope 's public appearances, including Mass at Nationals Park Pope Benedict to address the U.N. and celebrate Mass at Yankee Stadium, remains less known to American Catholics",Base The pope's visit aims,Base The pope 's visit aims
"Pope Benedict XVI begins a six-day U.S. visit, greeted by President Bush at Andrews Air Force Base
The pope's visit aims to energize the U.S. Catholic community and address issues like the sex abuse scandal
Intense security measures in place for the pope's public appearances, including Mass at Nationals Park
Pope Benedict to address the U.N. and celebrate Mass at Yankee Stadium, remains less known to American Catholics","Pope benedick XVI begins a six-day U.S. visit, greeted by President Bush at Andrews Air Force Base The pope 's visit aims to energize the U.S. Catholic community and address issues like the sex abuse scandal Intense security measure measures in place for the pope 's public appearances, including Mass at Nationals Park Pope Benedict to address the U.N. and celebrate Mass at Yankee Stadium, remains less known to American Catholics",Intense security measures in,Intense security measure measures in
"Pope Benedict XVI begins a six-day U.S. visit, greeted by President Bush at Andrews Air Force Base
The pope's visit aims to energize the U.S. Catholic community and address issues like the sex abuse scandal
Intense security measures in place for the pope's public appearances, including Mass at Nationals Park
Pope Benedict to address the U.N. and celebrate Mass at Yankee Stadium, remains less known to American Catholics","Pope benedick XVI begins a six-day U.S. visit, greeted by President Bush at Andrews Air Force Base The pope 's visit aims to energize the U.S. Catholic community and address issues like the sex abuse scandal Intense security measure measures in place for the pope 's public appearances, including Mass at Nationals Park Pope Benedict to address the U.N. and celebrate Mass at Yankee Stadium, remains less known to American Catholics","for the pope's public appearances,","for the pope 's public appearances,"
"Eight Florida teens charged as adults for videotaped beating of another teen, facing life in prison
Suspects, aged 14-18, face kidnapping and battery charges; three also charged with witness tampering
Victim suffered blurred vision, hearing loss, and a swollen face; attackers planned to post video on YouTube
Incident highlights increasing trend of violence among teens, especially girls, and the rise of ""shock videos"" online","Eight Florida teens charged Eastern Samoa adults for videotaped beating of another teen, facing life in prison Suspects, aged 14-18, fount kidnapping and battery charges ; three also charged with witness tampering Victim suffered blurred vision, hearing loss, and a swollen face ; attackers planned to post video on YouTube Incident highlights increasing trend of violence among teens, especially girls, and the rise of `` shock videos '' online",teens charged as adults for,teens charged Eastern Samoa adults for
"Eight Florida teens charged as adults for videotaped beating of another teen, facing life in prison
Suspects, aged 14-18, face kidnapping and battery charges; three also charged with witness tampering
Victim suffered blurred vision, hearing loss, and a swollen face; attackers planned to post video on YouTube
Incident highlights increasing trend of violence among teens, especially girls, and the rise of ""shock videos"" online","Eight Florida teens charged Eastern Samoa adults for videotaped beating of another teen, facing life in prison Suspects, aged 14-18, fount kidnapping and battery charges ; three also charged with witness tampering Victim suffered blurred vision, hearing loss, and a swollen face ; attackers planned to post video on YouTube Incident highlights increasing trend of violence among teens, especially girls, and the rise of `` shock videos '' online","aged 14-18, face kidnapping and","aged 14-18, fount kidnapping and"
"Eight Florida teens charged as adults for videotaped beating of another teen, facing life in prison
Suspects, aged 14-18, face kidnapping and battery charges; three also charged with witness tampering
Victim suffered blurred vision, hearing loss, and a swollen face; attackers planned to post video on YouTube
Incident highlights increasing trend of violence among teens, especially girls, and the rise of ""shock videos"" online","Eight Florida teens charged Eastern Samoa adults for videotaped beating of another teen, facing life in prison Suspects, aged 14-18, fount kidnapping and battery charges ; three also charged with witness tampering Victim suffered blurred vision, hearing loss, and a swollen face ; attackers planned to post video on YouTube Incident highlights increasing trend of violence among teens, especially girls, and the rise of `` shock videos '' online",and battery charges; three also,and battery charges ; three also
"Eight Florida teens charged as adults for videotaped beating of another teen, facing life in prison
Suspects, aged 14-18, face kidnapping and battery charges; three also charged with witness tampering
Victim suffered blurred vision, hearing loss, and a swollen face; attackers planned to post video on YouTube
Incident highlights increasing trend of violence among teens, especially girls, and the rise of ""shock videos"" online","Eight Florida teens charged Eastern Samoa adults for videotaped beating of another teen, facing life in prison Suspects, aged 14-18, fount kidnapping and battery charges ; three also charged with witness tampering Victim suffered blurred vision, hearing loss, and a swollen face ; attackers planned to post video on YouTube Incident highlights increasing trend of violence among teens, especially girls, and the rise of `` shock videos '' online",a swollen face; attackers planned,a swollen face ; attackers planned
"Eight Florida teens charged as adults for videotaped beating of another teen, facing life in prison
Suspects, aged 14-18, face kidnapping and battery charges; three also charged with witness tampering
Victim suffered blurred vision, hearing loss, and a swollen face; attackers planned to post video on YouTube
Incident highlights increasing trend of violence among teens, especially girls, and the rise of ""shock videos"" online","Eight Florida teens charged Eastern Samoa adults for videotaped beating of another teen, facing life in prison Suspects, aged 14-18, fount kidnapping and battery charges ; three also charged with witness tampering Victim suffered blurred vision, hearing loss, and a swollen face ; attackers planned to post video on YouTube Incident highlights increasing trend of violence among teens, especially girls, and the rise of `` shock videos '' online","rise of ""shock videos"" online",rise of `` shock videos '' online
"Judge finds Heather Mills' claims of wealth in 1999 exaggerated and rejects her portrayal as Paul McCartney's business partner
McCartney was generous, giving Mills substantial capital and gifts, but did not give her 30 valuable paintings
McCartney's fortune estimated at £400 million, not the £800 million claimed by Mills; her expectation to live like McCartney deemed unrealistic
Mills' claim of zero earning capacity dismissed; judge believes her career was advanced, not hindered by McCartney","Judge finds Heather Mills ' claims of wealth inch 1999 exaggerated and rejects her portrayal as Paul McCartney 's business partner McCartney embody generous, giving Mills substantial capital and gifts, but did not give her 30 valuable paintings McCartney 's fortune estimated at £400 million, not the £800 million claimed by Mills ; her expectation to live like McCartney deemed unrealistic Mills ' claim of zero earning capacity dismissed ; judge believes her career was advanced, not hindered by McCartney",finds Heather Mills' claims of,finds Heather Mills ' claims of
"Judge finds Heather Mills' claims of wealth in 1999 exaggerated and rejects her portrayal as Paul McCartney's business partner
McCartney was generous, giving Mills substantial capital and gifts, but did not give her 30 valuable paintings
McCartney's fortune estimated at £400 million, not the £800 million claimed by Mills; her expectation to live like McCartney deemed unrealistic
Mills' claim of zero earning capacity dismissed; judge believes her career was advanced, not hindered by McCartney","Judge finds Heather Mills ' claims of wealth inch 1999 exaggerated and rejects her portrayal as Paul McCartney 's business partner McCartney embody generous, giving Mills substantial capital and gifts, but did not give her 30 valuable paintings McCartney 's fortune estimated at £400 million, not the £800 million claimed by Mills ; her expectation to live like McCartney deemed unrealistic Mills ' claim of zero earning capacity dismissed ; judge believes her career was advanced, not hindered by McCartney",of wealth in 1999 exaggerated,of wealth inch 1999 exaggerated
"Judge finds Heather Mills' claims of wealth in 1999 exaggerated and rejects her portrayal as Paul McCartney's business partner
McCartney was generous, giving Mills substantial capital and gifts, but did not give her 30 valuable paintings
McCartney's fortune estimated at £400 million, not the £800 million claimed by Mills; her expectation to live like McCartney deemed unrealistic
Mills' claim of zero earning capacity dismissed; judge believes her career was advanced, not hindered by McCartney","Judge finds Heather Mills ' claims of wealth inch 1999 exaggerated and rejects her portrayal as Paul McCartney 's business partner McCartney embody generous, giving Mills substantial capital and gifts, but did not give her 30 valuable paintings McCartney 's fortune estimated at £400 million, not the £800 million claimed by Mills ; her expectation to live like McCartney deemed unrealistic Mills ' claim of zero earning capacity dismissed ; judge believes her career was advanced, not hindered by McCartney",as Paul McCartney's business partner,as Paul McCartney 's business partner
"Judge finds Heather Mills' claims of wealth in 1999 exaggerated and rejects her portrayal as Paul McCartney's business partner
McCartney was generous, giving Mills substantial capital and gifts, but did not give her 30 valuable paintings
McCartney's fortune estimated at £400 million, not the £800 million claimed by Mills; her expectation to live like McCartney deemed unrealistic
Mills' claim of zero earning capacity dismissed; judge believes her career was advanced, not hindered by McCartney","Judge finds Heather Mills ' claims of wealth inch 1999 exaggerated and rejects her portrayal as Paul McCartney 's business partner McCartney embody generous, giving Mills substantial capital and gifts, but did not give her 30 valuable paintings McCartney 's fortune estimated at £400 million, not the £800 million claimed by Mills ; her expectation to live like McCartney deemed unrealistic Mills ' claim of zero earning capacity dismissed ; judge believes her career was advanced, not hindered by McCartney","partner McCartney was generous, giving","partner McCartney embody generous, giving"
"Judge finds Heather Mills' claims of wealth in 1999 exaggerated and rejects her portrayal as Paul McCartney's business partner
McCartney was generous, giving Mills substantial capital and gifts, but did not give her 30 valuable paintings
McCartney's fortune estimated at £400 million, not the £800 million claimed by Mills; her expectation to live like McCartney deemed unrealistic
Mills' claim of zero earning capacity dismissed; judge believes her career was advanced, not hindered by McCartney","Judge finds Heather Mills ' claims of wealth inch 1999 exaggerated and rejects her portrayal as Paul McCartney 's business partner McCartney embody generous, giving Mills substantial capital and gifts, but did not give her 30 valuable paintings McCartney 's fortune estimated at £400 million, not the £800 million claimed by Mills ; her expectation to live like McCartney deemed unrealistic Mills ' claim of zero earning capacity dismissed ; judge believes her career was advanced, not hindered by McCartney",valuable paintings McCartney's fortune estimated,valuable paintings McCartney 's fortune estimated
"Judge finds Heather Mills' claims of wealth in 1999 exaggerated and rejects her portrayal as Paul McCartney's business partner
McCartney was generous, giving Mills substantial capital and gifts, but did not give her 30 valuable paintings
McCartney's fortune estimated at £400 million, not the £800 million claimed by Mills; her expectation to live like McCartney deemed unrealistic
Mills' claim of zero earning capacity dismissed; judge believes her career was advanced, not hindered by McCartney","Judge finds Heather Mills ' claims of wealth inch 1999 exaggerated and rejects her portrayal as Paul McCartney 's business partner McCartney embody generous, giving Mills substantial capital and gifts, but did not give her 30 valuable paintings McCartney 's fortune estimated at £400 million, not the £800 million claimed by Mills ; her expectation to live like McCartney deemed unrealistic Mills ' claim of zero earning capacity dismissed ; judge believes her career was advanced, not hindered by McCartney",claimed by Mills; her expectation,claimed by Mills ; her expectation
"Judge finds Heather Mills' claims of wealth in 1999 exaggerated and rejects her portrayal as Paul McCartney's business partner
McCartney was generous, giving Mills substantial capital and gifts, but did not give her 30 valuable paintings
McCartney's fortune estimated at £400 million, not the £800 million claimed by Mills; her expectation to live like McCartney deemed unrealistic
Mills' claim of zero earning capacity dismissed; judge believes her career was advanced, not hindered by McCartney","Judge finds Heather Mills ' claims of wealth inch 1999 exaggerated and rejects her portrayal as Paul McCartney 's business partner McCartney embody generous, giving Mills substantial capital and gifts, but did not give her 30 valuable paintings McCartney 's fortune estimated at £400 million, not the £800 million claimed by Mills ; her expectation to live like McCartney deemed unrealistic Mills ' claim of zero earning capacity dismissed ; judge believes her career was advanced, not hindered by McCartney",deemed unrealistic Mills' claim of,deemed unrealistic Mills ' claim of
"Judge finds Heather Mills' claims of wealth in 1999 exaggerated and rejects her portrayal as Paul McCartney's business partner
McCartney was generous, giving Mills substantial capital and gifts, but did not give her 30 valuable paintings
McCartney's fortune estimated at £400 million, not the £800 million claimed by Mills; her expectation to live like McCartney deemed unrealistic
Mills' claim of zero earning capacity dismissed; judge believes her career was advanced, not hindered by McCartney","Judge finds Heather Mills ' claims of wealth inch 1999 exaggerated and rejects her portrayal as Paul McCartney 's business partner McCartney embody generous, giving Mills substantial capital and gifts, but did not give her 30 valuable paintings McCartney 's fortune estimated at £400 million, not the £800 million claimed by Mills ; her expectation to live like McCartney deemed unrealistic Mills ' claim of zero earning capacity dismissed ; judge believes her career was advanced, not hindered by McCartney",earning capacity dismissed; judge believes,earning capacity dismissed ; judge believes
"Sarah Knox Taylor Davis, daughter of President Zachary Taylor, died of malaria three months after marrying Jefferson Davis
Elizabeth Harrison Walker, daughter of President Benjamin Harrison, became a lawyer and economic expert, appearing on radio and TV
Margaret Woodrow Wilson, daughter of President Woodrow Wilson, advocated for democracy and lived in an Indian ashram until her death
Elizabeth Ann Christian Blaesing, daughter of President Warren G. Harding, lived a quiet life despite the scandal of her birth","Sarah Knox Taylor Davis, daughter of President Zachary Taylor, died of malaria three month after marrying Jefferson Davis Elizabeth Harrison Walker, daughter of President Benjamin Harrison, became a lawyer and economic expert, appearing on radio and TV Margaret Woodrow Wilson, daughter of President Woodrow Wilson, advocated for democracy and live in an Indian ashram until her death Elizabeth Ann Christian Blaesing, daughter of President Warren G. Harding, lived a quiet life despite the scandal of her birth",malaria three months after marrying,malaria three month after marrying
"Sarah Knox Taylor Davis, daughter of President Zachary Taylor, died of malaria three months after marrying Jefferson Davis
Elizabeth Harrison Walker, daughter of President Benjamin Harrison, became a lawyer and economic expert, appearing on radio and TV
Margaret Woodrow Wilson, daughter of President Woodrow Wilson, advocated for democracy and lived in an Indian ashram until her death
Elizabeth Ann Christian Blaesing, daughter of President Warren G. Harding, lived a quiet life despite the scandal of her birth","Sarah Knox Taylor Davis, daughter of President Zachary Taylor, died of malaria three month after marrying Jefferson Davis Elizabeth Harrison Walker, daughter of President Benjamin Harrison, became a lawyer and economic expert, appearing on radio and TV Margaret Woodrow Wilson, daughter of President Woodrow Wilson, advocated for democracy and live in an Indian ashram until her death Elizabeth Ann Christian Blaesing, daughter of President Warren G. Harding, lived a quiet life despite the scandal of her birth",democracy and lived in an,democracy and live in an
